"","date","load_type","country","price","price_difference"
"532","2019-10-01","пік","Польща",242.21,214.84
"533","2019-10-01","пік","Словаччина",58.4,-24.09
"534","2019-10-01","пік","Угорщина",79.19,2.94
"535","2019-10-01","пік","Румунія",79.19,2.94
"536","2019-10-01","позапік","Україна",45.86,NA
"537","2019-10-01","позапік","Польща",213.78,366.16
"538","2019-10-01","позапік","Словаччина",51.94,13.26
"539","2019-10-01","позапік","Угорщина",61.46,34.02
"540","2019-10-01","позапік","Румунія",60.3,31.49
"541","2019-10-02","база","Україна",59.88,NA
"542","2019-10-02","база","Польща",244.35,308.07
"543","2019-10-02","база","Словаччина",54.78,-8.52
"544","2019-10-02","база","Угорщина",58.79,-1.82
"545","2019-10-02","база","Румунія",58.79,-1.82
"546","2019-10-02","пік","Україна",74.68,NA
"547","2019-10-02","пік","Польща",265.94,256.11
"548","2019-10-02","пік","Словаччина",61.61,-17.5
"549","2019-10-02","пік","Угорщина",65.65,-12.09
"550","2019-10-02","пік","Румунія",65.65,-12.09
"551","2019-10-02","позапік","Україна",45.09,NA
"552","2019-10-02","позапік","Польща",222.76,394.03
"553","2019-10-02","позапік","Словаччина",47.96,6.37
"554","2019-10-02","позапік","Угорщина",51.93,15.17
"555","2019-10-02","позапік","Румунія",51.93,15.17
"556","2019-10-03","база","Україна",58.26,NA
"557","2019-10-03","база","Польща",243.23,317.49
"558","2019-10-03","база","Словаччина",51.09,-12.31
"559","2019-10-03","база","Угорщина",57.97,-0.5
"560","2019-10-03","база","Румунія",57.97,-0.5
"561","2019-10-03","пік","Україна",73.24,NA
"562","2019-10-03","пік","Польща",258.48,252.92
"563","2019-10-03","пік","Словаччина",60.5,-17.39
"564","2019-10-03","пік","Угорщина",67.53,-7.8
"565","2019-10-03","пік","Румунія",67.53,-7.8
"566","2019-10-03","позапік","Україна",43.29,NA
"567","2019-10-03","позапік","Польща",227.98,426.63
"568","2019-10-03","позапік","Словаччина",41.68,-3.72
"569","2019-10-03","позапік","Угорщина",48.41,11.83
"570","2019-10-03","позапік","Румунія",48.41,11.83
"571","2019-10-04","база","Україна",57.57,NA
"572","2019-10-04","база","Польща",255.22,343.32
"573","2019-10-04","база","Словаччина",48.89,-15.08
"574","2019-10-04","база","Угорщина",61.48,6.79
"575","2019-10-04","база","Румунія",61.48,6.79
"576","2019-10-04","пік","Україна",71.49,NA
"577","2019-10-04","пік","Польща",281.32,293.51
"578","2019-10-04","пік","Словаччина",50.49,-29.37
"579","2019-10-04","пік","Угорщина",71.79,0.42
"580","2019-10-04","пік","Румунія",71.79,0.42
"581","2019-10-04","позапік","Україна",43.64,NA
"582","2019-10-04","позапік","Польща",229.13,425.05
"583","2019-10-04","позапік","Словаччина",47.3,8.39
"584","2019-10-04","позапік","Угорщина",51.17,17.25
"585","2019-10-04","позапік","Румунія",51.17,17.25
"586","2019-10-05","база","Україна",58.38,NA
"587","2019-10-05","база","Польща",214.21,266.92
"588","2019-10-05","база","Словаччина",43.11,-26.16
"589","2019-10-05","база","Угорщина",58.41,0.05
"590","2019-10-05","база","Румунія",58.41,0.05
"591","2019-10-05","пік","Україна",71.56,NA
"592","2019-10-05","пік","Польща",228.65,219.52
"593","2019-10-05","пік","Словаччина",51.55,-27.96
"594","2019-10-05","пік","Угорщина",65.59,-8.34
"595","2019-10-05","пік","Румунія",65.59,-8.34
"596","2019-10-05","позапік","Україна",45.2,NA
"597","2019-10-05","позапік","Польща",199.78,341.99
"598","2019-10-05","позапік","Словаччина",34.68,-23.27
"599","2019-10-05","позапік","Угорщина",51.23,13.34
"600","2019-10-05","позапік","Румунія",51.23,13.34
"601","2019-10-06","база","Україна",58.84,NA
"602","2019-10-06","база","Польща",170.85,190.36
"603","2019-10-06","база","Словаччина",34.84,-40.79
"604","2019-10-06","база","Угорщина",53.8,-8.57
"605","2019-10-06","база","Румунія",54.47,-7.43
"606","2019-10-06","пік","Україна",73.02,NA
"607","2019-10-06","пік","Польща",180.24,146.84
"608","2019-10-06","пік","Словаччина",36.76,-49.66
"609","2019-10-06","пік","Угорщина",58.43,-19.98
"610","2019-10-06","пік","Румунія",58.43,-19.98
"611","2019-10-06","позапік","Україна",44.66,NA
"612","2019-10-06","позапік","Польща",161.46,261.53
"613","2019-10-06","позапік","Словаччина",32.92,-26.29
"614","2019-10-06","позапік","Угорщина",49.18,10.12
"615","2019-10-06","позапік","Румунія",50.51,13.1
"616","2019-10-07","база","Україна",59.94,NA
"617","2019-10-07","база","Польща",269.9,350.28
"618","2019-10-07","база","Словаччина",49.32,-17.72
"619","2019-10-07","база","Угорщина",58.29,-2.75
"620","2019-10-07","база","Румунія",58.29,-2.75
"621","2019-10-07","пік","Україна",75.1,NA
"622","2019-10-07","пік","Польща",300.67,300.36
"623","2019-10-07","пік","Словаччина",55.52,-26.07
"624","2019-10-07","пік","Угорщина",70.37,-6.3
"625","2019-10-07","пік","Румунія",70.37,-6.3
"626","2019-10-07","позапік","Україна",44.78,NA
"627","2019-10-07","позапік","Польща",239.13,434.01
"628","2019-10-07","позапік","Словаччина",43.13,-3.68
"629","2019-10-07","позапік","Угорщина",46.22,3.22
"630","2019-10-07","позапік","Румунія",46.22,3.22
"631","2019-10-08","база","Україна",57.73,NA
"632","2019-10-08","база","Польща",237.98,312.23
"633","2019-10-08","база","Словаччина",46.96,-18.66
"634","2019-10-08","база","Угорщина",62.51,8.28
"635","2019-10-08","база","Румунія",66.51,15.21
"636","2019-10-08","пік","Україна",72.95,NA
"637","2019-10-08","пік","Польща",257.54,253.04
"638","2019-10-08","пік","Словаччина",55.57,-23.82
"639","2019-10-08","пік","Угорщина",74.59,2.25
"640","2019-10-08","пік","Румунія",82.59,13.21
"641","2019-10-08","позапік","Україна",42.51,NA
"642","2019-10-08","позапік","Польща",218.41,413.78
"643","2019-10-08","позапік","Словаччина",38.36,-9.76
"644","2019-10-08","позапік","Угорщина",50.42,18.61
"645","2019-10-08","позапік","Румунія",50.42,18.61
"646","2019-10-09","база","Україна",59.68,NA
"647","2019-10-09","база","Польща",241.17,304.11
"648","2019-10-09","база","Словаччина",44.46,-25.5
"649","2019-10-09","база","Угорщина",57.94,-2.92
"650","2019-10-09","база","Румунія",57.91,-2.97
"651","2019-10-09","пік","Україна",74.29,NA
"652","2019-10-09","пік","Польща",266.27,258.42
"653","2019-10-09","пік","Словаччина",49.2,-33.77
"654","2019-10-09","пік","Угорщина",70.5,-5.1
"655","2019-10-09","пік","Румунія",70.45,-5.17
"656","2019-10-09","позапік","Україна",45.07,NA
"657","2019-10-09","позапік","Польща",216.06,379.39
"658","2019-10-09","позапік","Словаччина",39.72,-11.87
"659","2019-10-09","позапік","Угорщина",45.38,0.69
"660","2019-10-09","позапік","Румунія",45.38,0.69
"661","2019-10-10","база","Україна",60.17,NA
"662","2019-10-10","база","Польща",232.74,286.8
"663","2019-10-10","база","Словаччина",35.08,-41.7
"664","2019-10-10","база","Угорщина",68.76,14.28
"665","2019-10-10","база","Румунія",68.87,14.46
"666","2019-10-10","пік","Україна",74.97,NA
"667","2019-10-10","пік","Польща",251.88,235.97
"668","2019-10-10","пік","Словаччина",36.84,-50.86
"669","2019-10-10","пік","Угорщина",82.09,9.5
"670","2019-10-10","пік","Румунія",82.09,9.5
"671","2019-10-10","позапік","Україна",45.37,NA
"672","2019-10-10","позапік","Польща",213.6,370.8
"673","2019-10-10","позапік","Словаччина",33.32,-26.56
"674","2019-10-10","позапік","Угорщина",55.43,22.17
"675","2019-10-10","позапік","Румунія",55.64,22.64
"676","2019-10-11","база","Україна",59.42,NA
"677","2019-10-11","база","Польща",219.96,270.18
"678","2019-10-11","база","Словаччина",41.17,-30.71
"679","2019-10-11","база","Угорщина",59.16,-0.44
"680","2019-10-11","база","Румунія",59.18,-0.4
"681","2019-10-11","пік","Україна",73.65,NA
"682","2019-10-11","пік","Польща",227.97,209.53
"683","2019-10-11","пік","Словаччина",37.76,-48.73
"684","2019-10-11","пік","Угорщина",64.83,-11.98
"685","2019-10-11","пік","Румунія",64.87,-11.92
"686","2019-10-11","позапік","Україна",45.2,NA
"687","2019-10-11","позапік","Польща",211.96,368.94
"688","2019-10-11","позапік","Словаччина",44.58,-1.37
"689","2019-10-11","позапік","Угорщина",53.49,18.34
"690","2019-10-11","позапік","Румунія",53.49,18.34
"691","2019-10-12","база","Україна",60,NA
"692","2019-10-12","база","Польща",176.45,194.08
"693","2019-10-12","база","Словаччина",35.27,-41.22
"694","2019-10-12","база","Угорщина",49.94,-16.77
"695","2019-10-12","база","Румунія",49.94,-16.77
"696","2019-10-12","пік","Україна",74.94,NA
"697","2019-10-12","пік","Польща",187,149.53
"698","2019-10-12","пік","Словаччина",39.35,-47.49
"699","2019-10-12","пік","Угорщина",53.21,-29
"700","2019-10-12","пік","Румунія",53.21,-29
"701","2019-10-12","позапік","Україна",45.07,NA
"702","2019-10-12","позапік","Польща",165.89,268.07
"703","2019-10-12","позапік","Словаччина",31.19,-30.8
"704","2019-10-12","позапік","Угорщина",46.68,3.57
"705","2019-10-12","позапік","Румунія",46.68,3.57
"706","2019-10-13","база","Україна",54.47,NA
"707","2019-10-13","база","Польща",172.41,216.52
"708","2019-10-13","база","Словаччина",29.88,-45.14
"709","2019-10-13","база","Угорщина",40.92,-24.88
"710","2019-10-13","база","Румунія",40.92,-24.88
"711","2019-10-13","пік","Україна",66.6,NA
"712","2019-10-13","пік","Польща",181.54,172.58
"713","2019-10-13","пік","Словаччина",29.18,-56.19
"714","2019-10-13","пік","Угорщина",44.16,-33.69
"715","2019-10-13","пік","Румунія",44.16,-33.69
"716","2019-10-13","позапік","Україна",42.34,NA
"717","2019-10-13","позапік","Польща",163.28,285.64
"718","2019-10-13","позапік","Словаччина",30.58,-27.78
"719","2019-10-13","позапік","Угорщина",37.67,-11.03
"720","2019-10-13","позапік","Румунія",37.67,-11.03
"721","2019-10-14","база","Україна",56.33,NA
"722","2019-10-14","база","Польща",218.82,288.46
"723","2019-10-14","база","Словаччина",42.78,-24.05
"724","2019-10-14","база","Угорщина",63.11,12.04
"725","2019-10-14","база","Румунія",63.5,12.73
"726","2019-10-14","пік","Україна",69.59,NA
"727","2019-10-14","пік","Польща",255.84,267.64
"728","2019-10-14","пік","Словаччина",48.06,-30.94
"729","2019-10-14","пік","Угорщина",76.93,10.55
"730","2019-10-14","пік","Румунія",76.93,10.55
"731","2019-10-14","позапік","Україна",43.07,NA
"732","2019-10-14","позапік","Польща",181.79,322.08
"733","2019-10-14","позапік","Словаччина",37.5,-12.93
"734","2019-10-14","позапік","Угорщина",49.29,14.44
"735","2019-10-14","позапік","Румунія",50.08,16.28
